first_seg	second_seg
I'm so happy for all the young men that was drafted I wish you all	the best with your career.
and you're gonna stop hyping Red Coat Tavern. I've had them both and Red Coat	couldn't come close to Cutters.
one time this man said he actually watched the show before wtf you get in the car for then if	you know what's gonna happen
I wonder what reaction would be if Danny Brown come out to do	Terrorist Threats with Ab Soul.
I hate an extra motherfucka. Change what I need changed and keep it moving stop asking	all these irrelevant ass questions
"no offense, but everyone is bigger than you. Lol. Gotta step it up and make it knows straws and"	beers are not a couple!
it's nice to know my starvation yesterday due to a lack	of shawarma humors you ;)
Any worker who prepares my burrito bowl will be adding steak no double steak charge and my bowl will have enough	rice. Not time for games
oh no butthole licker you go to school whaaa ? Mama (me) hasn't seen her	baby (you) in a while
Aren't they a little late with selling this chicken and waffle chips or was that the	flavor that won the challenge?
"They talk about makin 30k/month, But u dont sign up, and 8months later they in the same"	situation they been in. Broke.
Wish I knew someone with a truck ain't eem tryna spend	200 on a uhaul truck
Lets talk about how I went pee this morning and my damn bonnet fell in the	toilet. Pissed. Literally and figuratively
I been hearing these schemes since i was 18yrs old... I aint seen one dude close	"to me become a ""billionaire""..."
Sometimes it's easy to let someone's negative opinion or thoughts about you	make you upset or frustrated.
of course... It's about ratings and money... Gotta go 7 games to sale tix	and make money on comericals.
cleanser and benzoyl peroxide.: Im out of town and I accidentally left my stuff so my skin is kind of	mad at me right now
"This panel aint got no jokes... No pranks... No arguments... Chuck,"	"Kenny, and SHAQ be clowning."
you don't have an issue with it giving you raccoon eyes? Cause by the end of the day that's	what I'm dealing with lol
I really need to make breakfast butttttt I've been lazy this week	back on it next week
Don't count how many new friends you can make. Count how many	"old ones you can keep."""
I take my charger EVERYWHERE! School Library Beach Mall Park Church Hospital you never	"know where a socket at."""
Don't judge me I jus hate ratchet ass bitchez ! Like dat shyt not kool y u wanna	be ratchet let me no
I Roll Up n these hoes be hating becuz I don't wont them	get a life bitch !!!
yep i gave the bag back tuesday.. But now i think im	coming down with a cold
Im lowkey about to pass out on my couch... But before i do can	i talk my shit twitter
the trouble with being my complexion is I get confused when black twitter disses light skin girls?am	I grouped in that category?
Ok Im over all these Kendrick Memes man? you can't flood my timeline or instagram like its the rape	sloth or drake walking away
LMAO don't judge me man I just like to interact with my animal crackers	before they meet there demise
Bow Wow u cant get Ciara back... U knew it was over after 50 Cent got a hold of her. He got her on tape	waitin for u to slip
Juicy J has me throwing money at strippers this morning via	his game on his site
Wonder what the rap game would be like if biggie smalls	and 2pac was still alive
A nigga rather be with the hoe than to be with the female who held	them down...I don't get it
Telly hungry ass ain't going to watch the game she just wanna	"eat lol"" don't do me"
I always wake up hungry no matter how much I eat	before I go to bed
Half y'all mfs ask y'all own questions on ask.me and answer them..I be knowing	"lol"" lmao how you know"
"Getting your ass ate feels so violating I could never look at him the same again"" have a"	seat under the bed bih
"If a nigga don't like me he hating.."" Naw maybe they"	just don't like ya ass
"The things people say about me don't phase me, simply cause I"	truly knows what goes on
Traci sweetie you don't come to a man with no he say she say	mess on the first date
"Been waiting on phone call for TWO days...damn!"" It's safe to"	say they not calling lol
"Now how this bih get mad when she the 1 catfished my mans"" that's what I"	said. I'm like this bitch
I wish they would build new dorms for the kids at A&M. Motel	6 better than those dorms
I Can't wait to file these daycare cost on my taxes!!	My Jesus its killing me!!!
My iPhone5 is looking rough. Just another reason to grab the new one when	it comes out this fall.
nigga was overrated at QB. And the other niggas out shinned him in scrimmage. He played in hs	tho. He should be good
At the Barbershop about to get this cut. I swear this	place is 24 hours lol
Somebody on FB asked what was a good hotel to stay in in Vegas and somebody replied 'Circus Circus' lmfao that's like	the worst on the strip
Wowww really sum niggaz do the most....unloyal aint the word to it...then u wonderin why nobody really	fucks wit you....straight played out
My next project is slowly approaching.. Almost there.. Second drop for	the year.. Produced entirely by
Ok yall we got a NNBT in full affect ~Nukka Needing Bus Tickets~ if you know or suspect someone of knowing who got	some Get at yo dude
"To test if ur breath smells, lick the back of ur hand, wait 5sec. If yo nose hairs melt.... yo"	breath stink. just fyi lol
"Somebody told me that coochi tastes like chicken. Well, One day imma find out"	what chicken taste like lol
"Ole I saw you and him, walking in the rain. You were holding hands and ill never be"	the same looking ass. Lmao
"Im so glad to be off work, I thought Darryl was gone have to slap a bytch today."	I need to be touched.
"We got 10 fingers. INDEX to point out shyt, RING for marriage, THUMBS for approval, PINKIE for swearing, the"	MIDDLE for tha HATERS Ijs
Wow Im overwhelmed by the love yall showing a brotha. It feels good to be loved. Im blessed to have a wonderful group	of friends. You gu ...
I just tripped of sumthing ppl dont even say grace no more. They just take a picture of the food then upload it to	instagram and fb. No lol
I think i want me a touch screen flip phone. Or a touch screen	pager made by skytel lmao
Damn I must've slept weird cuz I woke up and my arm was stiff.....	All three of them Lmao
Why you trippin I ain't even did nothin and you called me a jerk that's okay I'll take it this time but aye do me a favor	call me jerk o ...
Knock knock. Who's there? Ben. Ben who? Ben dover and I'll	show ya! Ha ha lol
"He just txtd me this ""Baby you may be sleep but I was just thinking about you ,"	"I love you boo. """
It's 1:00am and I'm still up . Pourquoi? Smfh Tchao. I guess I'm going to	bed unless He calls me.
"I'm not cocky i'm confident , so when you tell me i'm the best"	", it's a compliment !"
First thing a person say in a relationship bae we no matter what ! 3 months later they gon	after 1 argument tf bitch
"Im single cause im ugly aab """"You dont know the struggle ""I be"	ugly on Tuesdays so ik
.Somebody told me So && So say I think I'm all that ! I replied back I know that Bx gonna	let me think it !
"I pop off BY myself Bee-Leave-Zat !!! Ain't nobody gotta dive behind me I got me "" well"	", im still iz ."""
If you got hoes why u need me ? If u got me	why u need hoes ?
", BROKE hoes will never get it TRYING to argue w / Me over a DICK catch your LIFE before"	it falls out the WINDOW
Hey justin imma let u know i love youre music im a big fan and i listen to your music	everyday when i get up
"Crichton Group continues to grow. Looking to add another Account Manager to my benefits team, please contact"	me if you are interested.
Seen two dead roaches on the floor while at returning equipment.	Keep up the good work
Jus got off bout to turn up!!! It feels Gud to be a workin man again smh boy I tell u hmu	if u got da number
Been using their browser app for some time now along with a good torrent app.. the	world is mine anywhere anytime.
El que dice que la abstinencia es buena no sabe de que habla. Es malo para la	mente como para el cuerpo.
I love her to death but she still a hoe and I'm still a nigga so	you know how that go
But He Got One Moe Time To Hit Me Wit That Jacket	And Ima Beat His Ass
Never understood why 7 make their standard jeans with Buttons.... Wtf imma do if	i gotta piss real bad
I'm the only one out of my friends with cable right now;	they not gone use me
"Niggas be like ""Babe, I can give you the world. She be like ""Give me your phone"	"He be like ""Holdup uhhhh...."
hey ill be needing some attractive chicks for my future projects	hit me up if interested
I give myself a high five every time I pass a trooper and	I'm going the speed limit.
Change is fo the good but sometimes change is fo the bad	( only time will tell)
I need a Natural Hair Stylists in Atlanta to take care	of my dredds...please recommend someone...thanks
I did write you back I thought you fell asleep on me !! How did I know you	would tweet about me hahahaha
Everybody check out my lil cousin C Watt mixtape on (you thought wrong) this young nigga unsigned and a	beast on the rap tip
Ugh....ppl kill me when they say some shit and u speak on it but they	get attitudlem bout the shit
Kiddos are eating so im sitting outside trying to convince them everything going to be alright as long as we	are together as a team
Well kids about to head to bed about to finish off sausage gravy and rice then shut	house down for some zzzz
Watching on and pretty impressed with his transformation from selfish to family man	and his relationship w/his wife.
